GSM,Description,Organism,Tissue/Cell,GSE,State ID,Characteristics,Age,GPL,,,,,
GSM209210,"Hippocampus, mouse17K-B, 20 AMC52 F 193_ad-lib",Mus musculus,Hippocampus,GSE8417,3,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 193 days Diet: Ad lib",193 DAYS,GPL782,,,,,
GSM209211,"Hippocampus, mouse17K-B, 21 AMC58 M 472 C",Mus musculus,Hippocampus,GSE8417,4,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 472 days Diet: Caloric restriction",472 DAYS,GPL782,,,,,
GSM209212,"Hippocampus, mouse17K-B, 22 AMC27 F 498 C",Mus musculus,Hippocampus,GSE8417,4,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 498 days Diet: Caloric restriction",498 DAYS,GPL782,,,,,
GSM209213,"Hippocampus, mouse17K-B, 23 AMC80 M 476_ad-lib",Mus musculus,Hippocampus,GSE8417,5,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 476 days Diet: Ad lib",476 DAYS,GPL782,,,,,
GSM209214,"Hippocampus, mouse17K-B, 24 AMC48 F 499_ad-lib",Mus musculus,Hippocampus,GSE8417,5,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 499 days Diet: Ad lib",499 DAYS,GPL782,,,,,
GSM209215,"Hippocampus, mouse17K-B, 25 AMC208 M 673 C",Mus musculus,Hippocampus,GSE8417,6,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 673 days Diet: Caloric restriction",673 DAYS,GPL782,,,,,
GSM209216,"Hippocampus, mouse17K-B, 26 AMC25 F 743 C",Mus musculus,Hippocampus,GSE8417,6,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 743 days Diet: Caloric restriction",743 DAYS,GPL782,,,,,
GSM209217,"Hippocampus, mouse17K-B, 27 AMC76 M 714_ad-lib",Mus musculus,Hippocampus,GSE8417,7,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 714 days Diet: Ad lib",714 DAYS,GPL782,,,,,
GSM209218,"Hippocampus, mouse17K-B, 28 AMC73 F 714_ad-lib",Mus musculus,Hippocampus,GSE8417,7,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 714 days Diet: Ad lib",714 DAYS,GPL782,,,,,
GSM209219,"Hippocampus, mouse17K-B, 29 AMC193 M 19_ad-lib",Mus musculus,Hippocampus,GSE8417,1,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 19 days Diet: Ad lib",19 DAYS,GPL782,,,,,
GSM209220,"Hippocampus, mouse17K-B, 30 AMC198 F 21_ad-lib",Mus musculus,Hippocampus,GSE8417,1,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 21 days Diet: Ad lib",21 DAYS,GPL782,,,,,
GSM209221,"Hippocampus, mouse17K-B, 31 AMC31 M 194 C",Mus musculus,Hippocampus,GSE8417,2,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 194 days Diet: Caloric restriction",194 DAYS,GPL782,,,,,
GSM209222,"Hippocampus, mouse17K-B, 32 AMC113 F 180 C",Mus musculus,Hippocampus,GSE8417,2,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 180 days Diet: Caloric restriction",180 DAYS,GPL782,,,,,
GSM209223,"Hippocampus, mouse17K-B, 33 AMC51 M 194_ad-lib",Mus musculus,Hippocampus,GSE8417,3,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 194 days Diet: Ad lib",194 DAYS,GPL782,,,,,
GSM209224,"Hippocampus, mouse17K-B, 34 AMC53 F 194_ad-lib",Mus musculus,Hippocampus,GSE8417,3,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 194 days Diet: Ad lib",194 DAYS,GPL782,,,,,
GSM209225,"Hippocampus, mouse17K-B, 35 AMC101 M 485 C",Mus musculus,Hippocampus,GSE8417,4,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 485 days Diet: Caloric restriction",485 DAYS,GPL782,,,,,
GSM209226,"Hippocampus, mouse17K-B, 36 AMC28 F 499 C",Mus musculus,Hippocampus,GSE8417,4,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 499 days Diet: Caloric restriction",499 DAYS,GPL782,,,,,
GSM209227,"Hippocampus, mouse17K-B, 37 AMC125 M 481_ad-lib",Mus musculus,Hippocampus,GSE8417,5,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 481 days Diet: Ad lib",481 DAYS,GPL782,,,,,
GSM209228,"Hippocampus, mouse17K-B, 38 AMC86 F 476_ad-lib",Mus musculus,Hippocampus,GSE8417,5,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 476 days Diet: Ad lib",476 DAYS,GPL782,,,,,
GSM209229,"Hippocampus, mouse17K-B, 39 AMC55 F 712 C",Mus musculus,Hippocampus,GSE8417,6,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 712 days Diet: Caloric restriction",712 DAYS,GPL782,,,,,
GSM209230,"Hippocampus, mouse17K-B, 40 AMC118 M 719_ad-lib",Mus musculus,Hippocampus,GSE8417,7,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 719 days Diet: Ad lib",719 DAYS,GPL782,,,,,
GSM209231,"Hippocampus, mouse17K-B, 41 AMC74 F 712_ad-lib",Mus musculus,Hippocampus,GSE8417,7,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 712 days Diet: Ad lib",712 DAYS,GPL782,,,,,
GSM209232,"Hippocampus, mouse17K-B, 42 AMC194 M 17_ad-lib",Mus musculus,Hippocampus,GSE8417,1,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 17 days Diet: Ad lib",17 DAYS,GPL782,,,,,
GSM209233,"Hippocampus, mouse17K-B, 43 AMC241 F 40_ad-lib",Mus musculus,Hippocampus,GSE8417,1,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 40 days Diet: Ad lib",40 DAYS,GPL782,,,,,
GSM209234,"Hippocampus, mouse17K-B, 44 AMC115 F 174 C",Mus musculus,Hippocampus,GSE8417,2,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 174 days Diet: Caloric restriction",174 DAYS,GPL782,,,,,
GSM209235,"Hippocampus, mouse17K-B, 45 AMC133 M 180_ad-lib",Mus musculus,Hippocampus,GSE8417,3,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 180 days Diet: Ad lib",180 DAYS,GPL782,,,,,
GSM209236,"Hippocampus, mouse17K-B, 46 AMC92 F 169_ad-lib",Mus musculus,Hippocampus,GSE8417,3,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 169 days Diet: Ad lib",169 DAYS,GPL782,,,,,
GSM209237,"Hippocampus, mouse17K-B, 47 AMC148 M 495 C",Mus musculus,Hippocampus,GSE8417,4,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 495 days Diet: Caloric restriction",495 DAYS,GPL782,,,,,
GSM209238,"Hippocampus, mouse17K-B, 48 AMC104 F 485 C",Mus musculus,Hippocampus,GSE8417,4,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 485 days Diet: Caloric restriction",485 DAYS,GPL782,,,,,
GSM209239,"Hippocampus, mouse17K-B, 49 AMC245 M 673 C",Mus musculus,Hippocampus,GSE8417,6,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 673 days Diet: Caloric restriction",673 DAYS,GPL782,,,,,
GSM209240,"Hippocampus, mouse17K-B, 50 AMC217 M 177 C",Mus musculus,Hippocampus,GSE8417,2,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 177 days Diet: Caloric restriction",177 DAYS,GPL782,,,,,
GSM209241,"Hippocampus, mouse17K-B, 51 AMC127 M 485_ad-lib",Mus musculus,Hippocampus,GSE8417,5,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 485 days Diet: Ad lib",485 DAYS,GPL782,,,,,
GSM209242,"Hippocampus, mouse17K-B, 52 AMC130 F 481_ad-lib",Mus musculus,Hippocampus,GSE8417,5,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 481 days Diet: Ad lib",481 DAYS,GPL782,,,,,
GSM209243,"Hippocampus, mouse17K-B, 53 AMC56 F 714 C",Mus musculus,Hippocampus,GSE8417,6,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 714 days Diet: Caloric restriction",714 DAYS,GPL782,,,,,
GSM209244,"Hippocampus, mouse17K-B, 54 AMC119 M 730_ad-lib",Mus musculus,Hippocampus,GSE8417,7,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 730 days Diet: Ad lib",730 DAYS,GPL782,,,,,
GSM209245,"Hippocampus, mouse17K-B, 55 AMC167 F 733_ad-lib",Mus musculus,Hippocampus,GSE8417,7,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 733 days Diet: Ad lib",733 DAYS,GPL782,,,,,
GSM209246,"Hippocampus, mouse17K-B, 56 AMC239 M 40_ad-lib",Mus musculus,Hippocampus,GSE8417,1,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 40 days Diet: Ad lib",40 DAYS,GPL782,,,,,
GSM209247,"Hippocampus, mouse17K-B, 57 AMC244 F 33_ad-lib",Mus musculus,Hippocampus,GSE8417,1,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 33 days Diet: Ad lib",33 DAYS,GPL782,,,,,
GSM209248,"Hippocampus, mouse17K-B, 58 AMC158 F 190 C",Mus musculus,Hippocampus,GSE8417,2,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 190 days Diet: Caloric restriction",190 DAYS,GPL782,,,,,
GSM209249,"Hippocampus, mouse17K-B, 59 AMC135 M 174_ad-lib",Mus musculus,Hippocampus,GSE8417,3,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 174 days Diet: Ad lib",174 DAYS,GPL782,,,,,
GSM209250,"Hippocampus, mouse17K-B, 60 AMC137 F 180_ad-lib",Mus musculus,Hippocampus,GSE8417,3,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 180 days Diet: Ad lib",180 DAYS,GPL782,,,,,
GSM209251,"Hippocampus, mouse17K-B, 61 AMC209 M 482 C",Mus musculus,Hippocampus,GSE8417,4,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 482 days Diet: Caloric restriction",482 DAYS,GPL782,,,,,
GSM209252,"Hippocampus, mouse17K-B, 62 AMC152 F 495 C",Mus musculus,Hippocampus,GSE8417,4,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 495 days Diet: Caloric restriction",495 DAYS,GPL782,,,,,
GSM209253,"Hippocampus, mouse17K-B, 63 AMC170 M 495_ad-lib",Mus musculus,Hippocampus,GSE8417,5,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 495 days Diet: Ad lib",495 DAYS,GPL782,,,,,
GSM209254,"Hippocampus, mouse17K-B, 64 AMC131 F 479_ad-lib",Mus musculus,Hippocampus,GSE8417,5,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 479 days Diet: Ad lib",479 DAYS,GPL782,,,,,
GSM209255,"Hippocampus, mouse17K-B, 65 AMC150 F 703 C",Mus musculus,Hippocampus,GSE8417,6,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 703 days Diet: Caloric restriction",703 DAYS,GPL782,,,,,
GSM209256,"Hippocampus, mouse17K-B, 66 AMC163 M 733_ad-lib",Mus musculus,Hippocampus,GSE8417,7,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 733 days Diet: Ad lib",733 DAYS,GPL782,,,,,
GSM209257,"Hippocampus, mouse17K-B, 67 AMC174 F 704_ad-lib",Mus musculus,Hippocampus,GSE8417,7,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 704 days Diet: Ad lib",704 DAYS,GPL782,,,,,
GSM209258,"Spinal Cord, mouse17K-B, 01 AMC185 M 43_ad-lib",Mus musculus,Spinal Cord,GSE8418,1,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: male, Age: 43 days Diet: Ad lib",43 DAYS,GPL782,,,,,
GSM209259,"Spinal Cord, mouse17K-B, 02 AMC196 F 17_ad-lib",Mus musculus,Spinal Cord,GSE8418,1,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 17 days Diet: Ad lib",17 DAYS,GPL782,,,,,
GSM209260,"Spinal Cord, mouse17K-B, 04 AMC33 F 193 C",Mus musculus,Spinal Cord,GSE8418,2,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 193 days Diet: Caloric restriction",193 DAYS,GPL782,,,,,
GSM209261,"Spinal Cord, mouse17K-B, 05 AMC21 M 186_ad-lib",Mus musculus,Spinal Cord,GSE8418,3,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: male, Age: 186 days Diet: Ad lib",186 DAYS,GPL782,,,,,
GSM209262,"Spinal Cord, mouse17K-B, 06 AMC23 F 186_ad-lib",Mus musculus,Spinal Cord,GSE8418,3,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 186 days Diet: Ad lib",186 DAYS,GPL782,,,,,
GSM209263,"Spinal Cord, mouse17K-B, 07 AMC57 M 474 C",Mus musculus,Spinal Cord,GSE8418,4,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: male, Age: 474 days Diet: Caloric restriction",474 DAYS,GPL782,,,,,
GSM209264,"Spinal Cord, mouse17K-B, 08 AMC4 F 491 C",Mus musculus,Spinal Cord,GSE8418,4,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 491 days Diet: Caloric restriction",491 DAYS,GPL782,,,,,
GSM209265,"Spinal Cord, mouse17K-B, 09 AMC43 M 498_ad-lib",Mus musculus,Spinal Cord,GSE8418,5,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: male, Age: 498 days Diet: Ad lib",498 DAYS,GPL782,,,,,
GSM209266,"Spinal Cord, mouse17K-B, 10 AMC46 F 498_ad-lib",Mus musculus,Spinal Cord,GSE8418,5,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 498 days Diet: Ad lib",498 DAYS,GPL782,,,,,
GSM209267,"Spinal Cord, mouse17K-B, 11 AMC207 M 673 C",Mus musculus,Spinal Cord,GSE8418,6,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: male, Age: 673 days Diet: Caloric restriction",673 DAYS,GPL782,,,,,
GSM209268,"Spinal Cord, mouse17K-B, 13 AMC36 M 743_ad-lib",Mus musculus,Spinal Cord,GSE8418,7,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: male, Age: 743 days Diet: Ad lib",743 DAYS,GPL782,,,,,
GSM209269,"Spinal Cord, mouse17K-B, 14 AMC72 F 716_ad-lib",Mus musculus,Spinal Cord,GSE8418,7,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 716 days Diet: Ad lib",716 DAYS,GPL782,,,,,
GSM209270,"Spinal Cord, mouse17K-B, 15 AMC186 M 44_ad-lib",Mus musculus,Spinal Cord,GSE8418,1,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: male, Age: 44 days Diet: Ad lib",44 DAYS,GPL782,,,,,
GSM209271,"Spinal Cord, mouse17K-B, 16 AMC197 F 19_ad-lib",Mus musculus,Spinal Cord,GSE8418,1,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 19 days Diet: Ad lib",19 DAYS,GPL782,,,,,
GSM209272,"Spinal Cord, mouse17K-B, 17 AMC30 M 193 C",Mus musculus,Spinal Cord,GSE8418,2,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: male, Age: 193 days Diet: Caloric restriction",193 DAYS,GPL782,,,,,
GSM209273,"Spinal Cord, mouse17K-B, 18 AMC34 F 194 C",Mus musculus,Spinal Cord,GSE8418,2,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 194 days Diet: Caloric restriction",194 DAYS,GPL782,,,,,
GSM209274,"Spinal Cord, mouse17K-B, 19 AMC50 M 193_ad-lib",Mus musculus,Spinal Cord,GSE8418,3,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: male, Age: 193 days Diet: Ad lib",193 DAYS,GPL782,,,,,
GSM209275,"Spinal Cord, mouse17K-B, 20 AMC52 F 193_ad-lib",Mus musculus,Spinal Cord,GSE8418,3,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 193 days Diet: Ad lib",193 DAYS,GPL782,,,,,
GSM209276,"Spinal Cord, mouse17K-B, 21 AMC58 M 472 C",Mus musculus,Spinal Cord,GSE8418,4,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: male, Age: 472 days Diet: Caloric restriction",472 DAYS,GPL782,,,,,
GSM209277,"Spinal Cord, mouse17K-B, 22 AMC27 F 498 C",Mus musculus,Spinal Cord,GSE8418,4,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 498 days Diet: Caloric restriction",498 DAYS,GPL782,,,,,
GSM209278,"Spinal Cord, mouse17K-B, 23 AMC80 M 476_ad-lib",Mus musculus,Spinal Cord,GSE8418,5,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: male, Age: 476 days Diet: Ad lib",476 DAYS,GPL782,,,,,
GSM209279,"Spinal Cord, mouse17K-B, 24 AMC48 F 499_ad-lib",Mus musculus,Spinal Cord,GSE8418,5,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 499 days Diet: Ad lib",499 DAYS,GPL782,,,,,
GSM209280,"Spinal Cord, mouse17K-B, 25 AMC208 M 673 C",Mus musculus,Spinal Cord,GSE8418,6,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: male, Age: 673 days Diet: Caloric restriction",673 DAYS,GPL782,,,,,
GSM209281,"Spinal Cord, mouse17K-B, 26 AMC25 F 743 C",Mus musculus,Spinal Cord,GSE8418,6,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 743 days Diet: Caloric restriction",743 DAYS,GPL782,,,,,
GSM209282,"Spinal Cord, mouse17K-B, 27 AMC76 M 714_ad-lib",Mus musculus,Spinal Cord,GSE8418,7,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: male, Age: 714 days Diet: Ad lib",714 DAYS,GPL782,,,,,
GSM209283,"Spinal Cord, mouse17K-B, 28 AMC73 F 714_ad-lib",Mus musculus,Spinal Cord,GSE8418,7,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 714 days Diet: Ad lib",714 DAYS,GPL782,,,,,
GSM209284,"Spinal Cord, mouse17K-B, 29 AMC193 M 19_ad-lib",Mus musculus,Spinal Cord,GSE8418,1,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: male, Age: 19 days Diet: Ad lib",19 DAYS,GPL782,,,,,
GSM209285,"Spinal Cord, mouse17K-B, 30 AMC198 F 21_ad-lib",Mus musculus,Spinal Cord,GSE8418,1,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 21 days Diet: Ad lib",21 DAYS,GPL782,,,,,
GSM209286,"Spinal Cord, mouse17K-B, 31 AMC31 M 194 C",Mus musculus,Spinal Cord,GSE8418,2,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: male, Age: 194 days Diet: Caloric restriction",194 DAYS,GPL782,,,,,
GSM209287,"Spinal Cord, mouse17K-B, 32 AMC113 F 180 C",Mus musculus,Spinal Cord,GSE8418,2,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 180 days Diet: Caloric restriction",180 DAYS,GPL782,,,,,
GSM209288,"Spinal Cord, mouse17K-B, 33 AMC51 M 194_ad-lib",Mus musculus,Spinal Cord,GSE8418,3,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: male, Age: 194 days Diet: Ad lib",194 DAYS,GPL782,,,,,
GSM209289,"Spinal Cord, mouse17K-B, 34 AMC53 F 194_ad-lib",Mus musculus,Spinal Cord,GSE8418,3,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 194 days Diet: Ad lib",194 DAYS,GPL782,,,,,
GSM209290,"Spinal Cord, mouse17K-B, 35 AMC101 M 485 C",Mus musculus,Spinal Cord,GSE8418,4,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: male, Age: 485 days Diet: Caloric restriction",485 DAYS,GPL782,,,,,
GSM209291,"Spinal Cord, mouse17K-B, 36 AMC28 F 499 C",Mus musculus,Spinal Cord,GSE8418,4,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 499 days Diet: Caloric restriction",499 DAYS,GPL782,,,,,
GSM209292,"Spinal Cord, mouse17K-B, 37 AMC125 M 481_ad-lib",Mus musculus,Spinal Cord,GSE8418,5,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: male, Age: 481 days Diet: Ad lib",481 DAYS,GPL782,,,,,
GSM209293,"Spinal Cord, mouse17K-B, 38 AMC86 F 476_ad-lib",Mus musculus,Spinal Cord,GSE8418,5,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 476 days Diet: Ad lib",476 DAYS,GPL782,,,,,
GSM209294,"Spinal Cord, mouse17K-B, 39 AMC55 F 712 C",Mus musculus,Spinal Cord,GSE8418,6,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 712 days Diet: Caloric restriction",712 DAYS,GPL782,,,,,
GSM209295,"Spinal Cord, mouse17K-B, 40 AMC118 M 719_ad-lib",Mus musculus,Spinal Cord,GSE8418,7,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: male, Age: 719 days Diet: Ad lib",719 DAYS,GPL782,,,,,
GSM209296,"Spinal Cord, mouse17K-B, 41 AMC74 F 712_ad-lib",Mus musculus,Spinal Cord,GSE8418,7,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 712 days Diet: Ad lib",712 DAYS,GPL782,,,,,
GSM209297,"Spinal Cord, mouse17K-B, 42 AMC194 M 17_ad-lib",Mus musculus,Spinal Cord,GSE8418,1,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: male, Age: 17 days Diet: Ad lib",17 DAYS,GPL782,,,,,
GSM209298,"Spinal Cord, mouse17K-B, 43 AMC241 F 40_ad-lib",Mus musculus,Spinal Cord,GSE8418,1,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 40 days Diet: Ad lib",40 DAYS,GPL782,,,,,
GSM209299,"Spinal Cord, mouse17K-B, 44 AMC115 F 174 C",Mus musculus,Spinal Cord,GSE8418,2,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 174 days Diet: Caloric restriction",174 DAYS,GPL782,,,,,
GSM209300,"Spinal Cord, mouse17K-B, 45 AMC133 M 180_ad-lib",Mus musculus,Spinal Cord,GSE8418,3,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: male, Age: 180 days Diet: Ad lib",180 DAYS,GPL782,,,,,
GSM209301,"Spinal Cord, mouse17K-B, 46 AMC92 F 169_ad-lib",Mus musculus,Spinal Cord,GSE8418,3,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 169 days Diet: Ad lib",169 DAYS,GPL782,,,,,
GSM209302,"Spinal Cord, mouse17K-B, 47 AMC148 M 495 C",Mus musculus,Spinal Cord,GSE8418,4,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: male, Age: 495 days Diet: Caloric restriction",495 DAYS,GPL782,,,,,
GSM209303,"Spinal Cord, mouse17K-B, 48 AMC104 F 485 C",Mus musculus,Spinal Cord,GSE8418,4,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 485 days Diet: Caloric restriction",485 DAYS,GPL782,,,,,
GSM209304,"Spinal Cord, mouse17K-B, 49 AMC245 M 673 C",Mus musculus,Spinal Cord,GSE8418,6,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: male, Age: 673 days Diet: Caloric restriction",673 DAYS,GPL782,,,,,
GSM209305,"Spinal Cord, mouse17K-B, 50 AMC217 M 177 C",Mus musculus,Spinal Cord,GSE8418,2,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: male, Age: 177 days Diet: Caloric restriction",177 DAYS,GPL782,,,,,
GSM209306,"Spinal Cord, mouse17K-B, 51 AMC127 M 485_ad-lib",Mus musculus,Spinal Cord,GSE8418,5,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: male, Age: 485 days Diet: Ad lib",485 DAYS,GPL782,,,,,
GSM209307,"Spinal Cord, mouse17K-B, 52 AMC130 F 481_ad-lib",Mus musculus,Spinal Cord,GSE8418,5,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 481 days Diet: Ad lib",481 DAYS,GPL782,,,,,
GSM209308,"Spinal Cord, mouse17K-B, 53 AMC56 F 714 C",Mus musculus,Spinal Cord,GSE8418,6,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 714 days Diet: Caloric restriction",714 DAYS,GPL782,,,,,
GSM209309,"Spinal Cord, mouse17K-B, 54 AMC119 M 730_ad-lib",Mus musculus,Spinal Cord,GSE8418,7,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: male, Age: 730 days Diet: Ad lib",730 DAYS,GPL782,,,,,
GSM209310,"Spinal Cord, mouse17K-B, 55 AMC167 F 733_ad-lib",Mus musculus,Spinal Cord,GSE8418,7,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 733 days Diet: Ad lib",733 DAYS,GPL782,,,,,
GSM209311,"Spinal Cord, mouse17K-B, 56 AMC239 M 40_ad-lib",Mus musculus,Spinal Cord,GSE8418,1,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: male, Age: 40 days Diet: Ad lib",40 DAYS,GPL782,,,,,
GSM209312,"Spinal Cord, mouse17K-B, 57 AMC244 F 33_ad-lib",Mus musculus,Spinal Cord,GSE8418,1,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 33 days Diet: Ad lib",33 DAYS,GPL782,,,,,
GSM209313,"Spinal Cord, mouse17K-B, 58 AMC158 F 190 C",Mus musculus,Spinal Cord,GSE8418,2,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 190 days Diet: Caloric restriction",190 DAYS,GPL782,,,,,
GSM209314,"Spinal Cord, mouse17K-B, 59 AMC135 M 174_ad-lib",Mus musculus,Spinal Cord,GSE8418,3,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: male, Age: 174 days Diet: Ad lib",174 DAYS,GPL782,,,,,
GSM209315,"Spinal Cord, mouse17K-B, 60 AMC137 F 180_ad-lib",Mus musculus,Spinal Cord,GSE8418,3,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 180 days Diet: Ad lib",180 DAYS,GPL782,,,,,
GSM209316,"Spinal Cord, mouse17K-B, 61 AMC209 M 482 C",Mus musculus,Spinal Cord,GSE8418,4,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: male, Age: 482 days Diet: Caloric restriction",482 DAYS,GPL782,,,,,
GSM209317,"Spinal Cord, mouse17K-B, 62 AMC152 F 495 C",Mus musculus,Spinal Cord,GSE8418,4,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: female, Age: 495 days Diet: Caloric restriction",495 DAYS,GPL782,,,,,
GSM209318,"Spinal Cord, mouse17K-B, 63 AMC170 M 495_ad-lib",Mus musculus,Spinal Cord,GSE8418,5,"Strain: C57BL/6, Tissue: Spinal Cord; Gender: male, Age: 495 days Diet: Ad lib",495 DAYS,GPL782,,,,,
